SP,GD,NUM_MUT,DROPPED_PAIRS,SEQS,IUCN,IUCN_fact,IUCN_bin,IUCN_cr.en_1,taxonid,scientific_name,kingdom,phylum,class,order,family,genus,category,population_trend,marine_system,freshwater_system,terrestrial_system
Basileuterus culicivorus,0.040446121,148736,168,85,LC,1,0,0,103801509,Basileuterus culicivorus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,LC,Decreasing,FALSE,FALSE,TRUE
Basileuterus hypoleucus,0.030417923,16944,0,33,LC,1,0,0,22722008,Basileuterus hypoleucus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Basileuterus,LC,Decreasing,FALSE,FALSE,TRUE
Basileuterus leucoblepharus,0.005769394,8063,0,56,LC,1,0,0,22722031,Myiothlypis leucoblephara,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARULIDAE,Myiothlypis,LC,Decreasing,FALSE,TRUE,TRUE
Bernieria zosterops,0.040535347,245109,0,116,LC,1,0,0,22712995,Xanthomixis zosterops,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,BERNIERIDAE,Xanthomixis,LC,Decreasing,FALSE,FALSE,TRUE
Bleda canicapillus,0.019148504,16513,0,43,LC,1,0,0,22713083,Bleda canicapillus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Bleda,LC,Stable,FALSE,FALSE,TRUE
Bleda eximius,0.032796914,5951,0,20,NT,2,0,0,22713069,Bleda eximius,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Bleda,NT,Decreasing,FALSE,FALSE,TRUE
Bleda notatus,0.038744277,47176,0,51,LC,1,0,0,103817273,Bleda notatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Bleda,LC,Stable,FALSE,FALSE,TRUE
Bleda syndactylus,0.052515135,178897,0,85,LC,1,0,0,22713056,Bleda syndactylus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PYCNONOTIDAE,Bleda,LC,Stable,FALSE,FALSE,TRUE
Bombycilla cedrorum,0.028000626,403,26,8,LC,1,0,0,22708153,Bombycilla cedrorum,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,BOMBYCILLIDAE,Bombycilla,LC,Increasing,FALSE,TRUE,TRUE
Bombycilla garrulus,0.021930456,440,0,7,LC,1,0,0,22708146,Bombycilla garrulus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,BOMBYCILLIDAE,Bombycilla,LC,Increasing,FALSE,FALSE,TRUE
Brachyramphus brevirostris,0.006974252,86,30,8,NT,2,0,0,22694875,Brachyramphus brevirostris,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Brachyramphus,NT,Decreasing,TRUE,FALSE,TRUE
Brachyramphus marmoratus,0.014416569,1589,60,17,EN,4,1,1,22694870,Brachyramphus marmoratus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,ALCIDAE,Brachyramphus,EN,Decreasing,TRUE,TRUE,TRUE
Bradypterus davidi,0.002934725,64,0,7,LC,1,0,0,22732200,Locustella davidi,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Locustella,LC,Stable,FALSE,TRUE,TRUE
Bradypterus mandelli,0.003855669,264,0,12,LC,1,0,0,22734189,Locustella mandelli,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,LOCUSTELLIDAE,Locustella,LC,Stable,FALSE,FALSE,TRUE
Branta canadensis,0,0,28,7,LC,1,0,0,22679935,Branta canadensis,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Branta,LC,Increasing,FALSE,TRUE,TRUE
Branta hutchinsii,0,0,126,24,LC,1,0,0,22733619,Branta hutchinsii,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Branta,LC,Increasing,FALSE,TRUE,TRUE
Brotogeris chiriri,0.000742,10,0,6,LC,1,0,0,22685963,Brotogeris chiriri,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Brotogeris,LC,Decreasing,FALSE,FALSE,TRUE
Brotogeris chrysoptera,0.00378578,738,0,19,LC,1,0,0,22685986,Brotogeris chrysoptera,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Brotogeris,LC,Decreasing,FALSE,FALSE,TRUE
Brotogeris cyanoptera,0.014855825,890,0,11,LC,1,0,0,22685983,Brotogeris cyanoptera,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Brotogeris,LC,Stable,FALSE,FALSE,TRUE
Brotogeris jugularis,0.002365319,84,0,9,LC,1,0,0,22685980,Brotogeris jugularis,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Brotogeris,LC,Decreasing,FALSE,FALSE,TRUE
Brotogeris pyrrhoptera,0.002341689,70,0,9,EN,4,1,1,22685966,Brotogeris pyrrhoptera,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Brotogeris,VU,Decreasing,FALSE,FALSE,TRUE
Brotogeris sanctithomae,0.001268946,39,0,8,LC,1,0,0,22685994,Brotogeris sanctithomae,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Brotogeris,LC,Stable,FALSE,TRUE,TRUE
Brotogeris versicolurus,0.013735156,293,0,7,LC,1,0,0,22685959,Brotogeris versicolurus,ANIMALIA,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Brotogeris,LC,Stable,FALSE,FALSE,TRUE
Bubo africanus,0.011692055,40,24,7,LC,1,0,0,61741628,Bubo africanus,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Bubo,LC,Stable,FALSE,TRUE,TRUE
Bubo scandiaca,0.002728307,892,672,48,VU,3,1,0,22689055,Bubo scandiacus,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Bubo,VU,Decreasing,FALSE,TRUE,TRUE
Bubo virginianus,0.028253568,191,48,10,LC,1,0,0,61752071,Bubo virginianus,ANIMALIA,CHORDATA,AVES,STRIGIFORMES,STRIGIDAE,Bubo,LC,Stable,FALSE,FALSE,TRUE
Bubulcus ibis,0.007267273,132,76,11,LC,1,0,0,22697109,Bubulcus ibis,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Bubulcus,LC,Increasing,FALSE,TRUE,TRUE
Burhinus oedicnemus,0.011194515,1378,0,24,LC,1,0,0,45111439,Burhinus oedicnemus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,BURHINIDAE,Burhinus,LC,Decreasing,FALSE,FALSE,TRUE
Buteo buteo,0.006011758,62,10,6,LC,1,0,0,61695117,Buteo buteo,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Buteo,LC,Increasing,FALSE,TRUE,TRUE
Butorides striata,0.015841737,362,4,9,LC,1,0,0,22728182,Butorides striata,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Butorides,LC,Decreasing,TRUE,TRUE,TRUE
Bycanistes brevis,0.001660646,34,0,7,LC,1,0,0,22682570,Bycanistes brevis,ANIMALIA,CHORDATA,AVES,BUCEROTIFORMES,BUCEROTIDAE,Bycanistes,LC,Decreasing,FALSE,FALSE,TRUE
Cacicus cela,0.016211499,218,0,6,LC,1,0,0,103792683,Cacicus cela,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,LC,Decreasing,FALSE,FALSE,TRUE
Cacicus uropygialis,0.039247852,535,0,6,LC,1,0,0,22733589,Cacicus uropygialis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ICTERIDAE,Cacicus,LC,Decreasing,FALSE,FALSE,TRUE
Cairina moschata,0.00307779,9364,0,81,LC,1,0,0,22680061,Cairina moschata,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Cairina,LC,Decreasing,FALSE,TRUE,TRUE
Calandrella acutirostris,0.019170231,566,126,16,LC,1,0,0,22717325,Calandrella acutirostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Calandrella,LC,Stable,FALSE,FALSE,TRUE
Calandrella brachydactyla,0.005969469,1472,720,38,LC,1,0,0,103766207,Calandrella brachydactyla,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Calandrella,LC,Unknown,FALSE,FALSE,TRUE
Calandrella cinerea,0.015899238,3275,588,35,LC,1,0,0,103766143,Calandrella cinerea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Calandrella,LC,Increasing,FALSE,FALSE,TRUE
Calandrella rufescens,0.002375254,23,10,6,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calcarius lapponicus,0.002697095,3317,0,50,LC,1,0,0,22721033,Calcarius lapponicus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CALCARIIDAE,Calcarius,LC,Increasing,TRUE,TRUE,TRUE
Calidris alpina,0.010282194,30319,0,97,LC,1,0,0,22693427,Calidris alpina,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,LC,Decreasing,TRUE,TRUE,TRUE
Calidris maritima,0.001762646,48709,0,285,LC,1,0,0,22693420,Calidris maritima,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,LC,Decreasing,TRUE,TRUE,TRUE
Calidris ptilocnemis,0.001372084,2415,0,59,LC,1,0,0,22693424,Calidris ptilocnemis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,SCOLOPACIDAE,Calidris,LC,Decreasing,TRUE,TRUE,TRUE
Calonectris diomedea,0.0073937,3864,1138,49,LC,1,0,0,45061132,Calonectris diomedea,ANIMALIA,CHORDATA,AVES,PROCELLARIIFORMES,PROCELLARIIDAE,Calonectris,LC,Decreasing,TRUE,FALSE,TRUE
Camarhynchus pallidus,0.002490449,34,0,6,VU,3,1,0,22723783,Geospiza pallida,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Geospiza,NT,Decreasing,FALSE,FALSE,TRUE
Camarhynchus parvulus,0.002039266,23,0,6,LC,1,0,0,22723778,Geospiza parvula,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Geospiza,LC,Stable,FALSE,FALSE,TRUE
Camarhynchus psittacula,0.003027723,39,0,6,VU,3,1,0,22723768,Geospiza psittacula,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Geospiza,VU,Decreasing,FALSE,FALSE,TRUE
Campephilus principalis,0.013686919,108,0,6,CR,5,1,1,22681425,Campephilus principalis,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Campephilus,CR,Unknown,FALSE,FALSE,TRUE
Campylorhamphus procurvoides,0.025595228,4501,0,19,LC,1,0,0,103670311,Campylorhamphus procurvoides,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Campylorhamphus,LC,Decreasing,FALSE,FALSE,TRUE
Campylorhamphus pusillus,0.02071985,566,0,8,LC,1,0,0,22703191,Campylorhamphus pusillus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Campylorhamphus,LC,Decreasing,FALSE,FALSE,TRUE
Campylorhamphus trochilirostris,0.003149056,145,0,10,LC,1,0,0,22703185,Campylorhamphus trochilirostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FURNARIIDAE,Campylorhamphus,LC,Decreasing,FALSE,FALSE,TRUE
Capito auratus,0.034736729,6662,0,20,LC,1,0,0,22733724,Capito auratus,ANIMALIA,CHORDATA,AVES,PICIFORMES,CAPITONIDAE,Capito,LC,Decreasing,FALSE,FALSE,TRUE
Capito wallacei,0.001630812,94,0,11,VU,3,1,0,22729471,Capito wallacei,ANIMALIA,CHORDATA,AVES,PICIFORMES,CAPITONIDAE,Capito,VU,Stable,FALSE,FALSE,TRUE
Caprimulgus europaeus,0.06366877,497,20,7,LC,1,0,0,22689887,Caprimulgus europaeus,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Caprimulgus,LC,Decreasing,FALSE,FALSE,TRUE
Caprimulgus longirostris,0.012582004,828,0,12,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardinalis cardinalis,0.033217681,11076,150,28,LC,1,0,0,22723819,Cardinalis cardinalis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CARDINALIDAE,Cardinalis,LC,Stable,FALSE,TRUE,TRUE
Carduelis barbata,0.003459741,49,0,6,LC,1,0,0,22720395,Spinus barbatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,LC,Stable,FALSE,FALSE,TRUE
Carduelis cannabina,0.000667,10,0,7,LC,1,0,0,22720441,Linaria cannabina,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Linaria,LC,Decreasing,FALSE,FALSE,TRUE
Carduelis chloris,0.002548762,87,20,11,LC,1,0,0,22720330,Chloris chloris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Chloris,LC,Stable,FALSE,FALSE,TRUE
Carduelis flavirostris,0.005290492,424,0,14,LC,1,0,0,22720438,Linaria flavirostris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Linaria,LC,Decreasing,FALSE,FALSE,TRUE
Carduelis magellanica,0.008620878,3655,0,30,LC,1,0,0,22720383,Spinus magellanicus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,LC,Stable,FALSE,FALSE,TRUE
Carduelis sinica,0.001804226,23,0,6,LC,1,0,0,22720340,Chloris sinica,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Chloris,LC,Stable,FALSE,TRUE,TRUE
Carduelis spinus,0.013164648,548,0,10,LC,1,0,0,22720354,Spinus spinus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,LC,Decreasing,FALSE,FALSE,TRUE
Carduelis tristis,0.007941118,16,56,9,LC,1,0,0,22720407,Spinus tristis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Spinus,LC,Increasing,FALSE,FALSE,TRUE
Carpodacus eos,0.001461088,12,10,6,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpodacus erythrinus,0.006169266,529,0,16,LC,1,0,0,22720556,Carpodacus erythrinus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carpodacus,LC,Decreasing,FALSE,TRUE,TRUE
Carpodacus mexicanus,0.0079286,58,92,12,LC,1,0,0,22720563,Haemorhous mexicanus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Haemorhous,LC,Increasing,FALSE,FALSE,TRUE
Carpodacus pulcherrimus,0.020166954,2913,64,22,LC,1,0,0,22720567,Carpodacus pulcherrimus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carpodacus,LC,Stable,FALSE,FALSE,TRUE
Carpodacus rodopeplus,0.045053524,487,0,6,LC,1,0,0,103834342,Carpodacus rodopeplus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carpodacus,LC,Stable,FALSE,FALSE,TRUE
Carpodacus roseus,0.003053039,54,10,8,LC,1,0,0,22720592,Carpodacus roseus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carpodacus,LC,Stable,FALSE,FALSE,TRUE
Carpodacus rubicilloides,0.008945897,70,14,7,LC,1,0,0,22720607,Carpodacus rubicilloides,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carpodacus,LC,Stable,FALSE,FALSE,TRUE
Carpodacus synoicus,0.022121475,289,8,8,LC,1,0,0,103834861,Carpodacus synoicus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carpodacus,LC,Stable,FALSE,FALSE,TRUE
Carpodacus thura,0.028669032,1061,0,11,LC,1,0,0,103836876,Carpodacus thura,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carpodacus,LC,Stable,FALSE,FALSE,TRUE
Carpodacus vinaceus,0.008824946,3929,0,33,LC,1,0,0,103834630,Carpodacus vinaceus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FRINGILLIDAE,Carpodacus,LC,Stable,FALSE,FALSE,TRUE
Casmerodius albus,0.006879696,30,28,7,LC,1,0,0,22697043,Ardea alba,ANIMALIA,CHORDATA,AVES,PELECANIFORMES,ARDEIDAE,Ardea,LC,Unknown,TRUE,TRUE,TRUE
Casuarius bennetti,0.0029172,7,16,6,LC,1,0,0,22678111,Casuarius bennetti,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,CASUARIIDAE,Casuarius,LC,Stable,FALSE,FALSE,TRUE
Casuarius casuarius,0.003414772,110,30,16,LC,1,0,0,22678108,Casuarius casuarius,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,CASUARIIDAE,Casuarius,LC,Decreasing,FALSE,FALSE,TRUE
Casuarius unappendiculatus,0.007445323,48,0,7,LC,1,0,0,22678114,Casuarius unappendiculatus,ANIMALIA,CHORDATA,AVES,STRUTHIONIFORMES,CASUARIIDAE,Casuarius,LC,Decreasing,FALSE,FALSE,TRUE
Catamenia inornata,0.007992962,477,0,12,LC,1,0,0,22723573,Catamenia inornata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Catamenia,LC,Increasing,FALSE,FALSE,TRUE
Catharacta antarctica,0.00180417,21,0,6,LC,1,0,0,62289571,Catharacta antarctica,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,STERCORARIIDAE,Catharacta,LC,Decreasing,TRUE,FALSE,TRUE
Catharacta chilensis,0.00371732,122,0,9,LC,1,0,0,22694210,Catharacta chilensis,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,STERCORARIIDAE,Catharacta,LC,Stable,TRUE,FALSE,TRUE
Catharacta maccormicki,0.00177909,34,14,8,LC,1,0,0,22694218,Catharacta maccormicki,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,STERCORARIIDAE,Catharacta,LC,Stable,TRUE,FALSE,TRUE
Catharacta skua,0.001900877,34,2,7,LC,1,0,0,22694160,Catharacta skua,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,STERCORARIIDAE,Catharacta,LC,Stable,TRUE,FALSE,TRUE
Cathartes aura,0.000327,5,12,7,LC,1,0,0,22697627,Cathartes aura,ANIMALIA,CHORDATA,AVES,CATHARTIFORMES,CATHARTIDAE,Cathartes,LC,Stable,FALSE,FALSE,TRUE
Catharus frantzii,0.010762637,8712,406,51,LC,1,0,0,22708643,Catharus frantzii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,LC,Decreasing,FALSE,TRUE,TRUE
Catharus fuscescens,0.000924,144,0,18,LC,1,0,0,22708655,Catharus fuscescens,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,LC,Decreasing,FALSE,FALSE,TRUE
Catharus guttatus,0.011181893,36880,0,80,LC,1,0,0,22708667,Catharus guttatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,LC,Stable,FALSE,FALSE,TRUE
Catharus minimus,0.002377027,391,0,18,LC,1,0,0,22708658,Catharus minimus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,LC,Decreasing,FALSE,FALSE,TRUE
Catharus ustulatus,0.010056264,30853,154,78,LC,1,0,0,103881682,Catharus ustulatus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,TURDIDAE,Catharus,LC,Stable,FALSE,FALSE,TRUE
Celeus grammicus,0.005169753,134,0,9,LC,1,0,0,155069065,Celeus undatus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Celeus,LC,Decreasing,FALSE,TRUE,TRUE
Certhia brachydactyla,0.011328125,319,0,11,LC,1,0,0,22711249,Certhia brachydactyla,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CERTHIIDAE,Certhia,LC,Increasing,FALSE,FALSE,TRUE
Certhia familiaris,0.012712099,1834,84,25,LC,1,0,0,22735060,Certhia familiaris,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CERTHIIDAE,Certhia,LC,Stable,FALSE,FALSE,TRUE
Certhia himalayana,0.005022321,54,14,8,LC,1,0,0,22711253,Certhia himalayana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CERTHIIDAE,Certhia,LC,Decreasing,FALSE,FALSE,TRUE
Certhia hodgsoni,0.016493056,304,0,9,LC,1,0,0,22734633,Certhia hodgsoni,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CERTHIIDAE,Certhia,LC,Stable,FALSE,FALSE,TRUE
Certhidea olivacea,0.017903149,1027,0,12,VU,3,1,0,103814223,Certhidea olivacea,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Certhidea,VU,Decreasing,FALSE,FALSE,TRUE
Certhilauda chuana,0.001777286,74,26,14,LC,1,0,0,22717164,Certhilauda chuana,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ALAUDIDAE,Certhilauda,LC,Decreasing,FALSE,FALSE,TRUE
Cettia acanthizoides,0.003042464,47,0,6,LC,1,0,0,22735889,Horornis acanthizoides,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Horornis,LC,Decreasing,FALSE,FALSE,TRUE
Cettia cetti,0.019385882,898,0,10,LC,1,0,0,22714445,Cettia cetti,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Cettia,LC,Increasing,FALSE,TRUE,TRUE
Cettia diphone,0.011263975,786,0,13,LC,1,0,0,22714380,Horornis diphone,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Horornis,LC,Stable,FALSE,FALSE,TRUE
Cettia fortipes,0.027162169,394,0,6,LC,1,0,0,22714408,Horornis fortipes,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,SCOTOCERCIDAE,Horornis,LC,Decreasing,FALSE,FALSE,TRUE
Chalcophaps indica,0.021728997,333,0,6,LC,1,0,0,22725538,Chalcophaps indica,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Chalcophaps,LC,Decreasing,FALSE,FALSE,TRUE
Chamaea fasciata,0.001830253,3826,122,62,LC,1,0,0,22716861,Chamaea fasciata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PARADOXORNITHIDAE,Chamaea,LC,Decreasing,FALSE,FALSE,TRUE
Charadrius obscurus,0.000788,82,0,14,CR,5,1,1,62290750,Charadrius obscurus,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,CHARADRIIDAE,Charadrius,CR,Decreasing,TRUE,TRUE,TRUE
Chen canagica,0.000285,2,82,11,NT,2,0,0,22679919,Anser canagicus,ANIMALIA,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anser,NT,Decreasing,TRUE,TRUE,TRUE
Chiroxiphia caudata,0.035679333,234347,536,136,LC,1,0,0,22701083,Chiroxiphia caudata,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,Chiroxiphia,LC,Stable,FALSE,FALSE,TRUE
Chlamydotis undulata,0.000339,31,144,18,VU,3,1,0,22728245,Chlamydotis undulata,ANIMALIA,CHORDATA,AVES,OTIDIFORMES,OTIDIDAE,Chlamydotis,VU,Decreasing,FALSE,FALSE,TRUE
Chlidonias hybrida,0.007470854,157,20,11,LC,1,0,0,22694764,Chlidonias hybrida,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chlidonias,LC,Stable,TRUE,TRUE,TRUE
Chlidonias niger,0.004079684,250,68,19,LC,1,0,0,22694787,Chlidonias niger,ANIMALIA,CHORDATA,AVES,CHARADRIIFORMES,LARIDAE,Chlidonias,LC,Decreasing,TRUE,TRUE,TRUE
Chlorocharis emiliae,0.011610817,9312,0,38,LC,1,0,0,22714332,Zosterops emiliae,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,ZOSTEROPIDAE,Zosterops,LC,Decreasing,FALSE,FALSE,TRUE
Chlorophanes spiza,0.003219948,8216,212,74,LC,1,0,0,22723000,Chlorophanes spiza,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THRAUPIDAE,Chlorophanes,LC,Decreasing,FALSE,FALSE,TRUE
Chloropsis aurifrons,0.020335601,1055,2,14,LC,1,0,0,22734342,Chloropsis aurifrons,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CHLOROPSEIDAE,Chloropsis,LC,Stable,FALSE,FALSE,TRUE
Chloropsis cochinchinensis,0.034460837,1824,0,14,NT,2,0,0,103775551,Chloropsis cochinchinensis,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CHLOROPSEIDAE,Chloropsis,EN,Decreasing,FALSE,FALSE,TRUE
Chloropsis cyanopogon,0.043507975,341,0,6,NT,2,0,0,22704953,Chloropsis cyanopogon,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CHLOROPSEIDAE,Chloropsis,NT,Decreasing,FALSE,FALSE,TRUE
Chloropsis hardwickii,0.023406482,981,26,14,LC,1,0,0,103775266,Chloropsis hardwickii,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CHLOROPSEIDAE,Chloropsis,LC,Decreasing,FALSE,FALSE,TRUE
Chloropsis sonnerati,0.013671619,218,0,8,VU,3,1,0,22704950,Chloropsis sonnerati,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CHLOROPSEIDAE,Chloropsis,EN,Decreasing,FALSE,FALSE,TRUE
Chlorospingus ophthalmicus,0.050728544,6901,0,16,LC,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chondrohierax uncinatus,0.004511062,426,0,14,LC,1,0,0,22694971,Chondrohierax uncinatus,ANIMALIA,CHORDATA,AVES,ACCIPITRIFORMES,ACCIPITRIDAE,Chondrohierax,LC,Decreasing,FALSE,FALSE,TRUE
Chordeiles minor,0.023778185,249,28,8,LC,1,0,0,22689714,Chordeiles minor,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,CAPRIMULGIDAE,Chordeiles,LC,Decreasing,TRUE,TRUE,TRUE
Chrysococcyx minutillus,0.002393776,1504,0,48,LC,1,0,0,61433519,Chalcites minutillus,ANIMALIA,CHORDATA,AVES,CUCULIFORMES,CUCULIDAE,Chalcites,LC,Stable,FALSE,TRUE,TRUE
Chrysocolaptes lucidus,0.044878088,230,16,7,LC,1,0,0,22726539,Chrysocolaptes lucidus,ANIMALIA,CHORDATA,AVES,PICIFORMES,PICIDAE,Chrysocolaptes,LC,Decreasing,FALSE,FALSE,TRUE
Chrysolophus amherstiae,0.017630119,175,8,6,LC,1,0,0,22679358,Chrysolophus amherstiae,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Chrysolophus,LC,Decreasing,FALSE,FALSE,TRUE
Cinclus cinclus,0.002641194,24070,212,137,LC,1,0,0,22708156,Cinclus cinclus,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,CINCLIDAE,Cinclus,LC,Decreasing,FALSE,TRUE,TRUE
