to_IUCN	PopId	RefID	Year	TaxaClass	Family	Genus	Species	G_s	Common	Continent	Country	Location	n	FST	GlobalFST	Min.Distance	Max.Distance	Mean.Distance	N.Population	Ho	He	MNA	AR	Lat	Long	Msats	row_id	taxonid	scientific_name	kingdom	phylum	class	order	family	genus	category	population_trend	marine_system	freshwater_system	terrestrial_system	rlcat	meanGD	num_indiv	IUCN_fact	IUCN_binary
Urocitellus brunneus	8348	R1031	2012	Mammalia	Sciuridae	Urocitellus	brunneus	Urocitellus_brunneus	Idaho ground squirrel	NAm	USA	Halfway	17	0.2301	Population	4719.861944	205286.1138	59267.83421	25	NA	0.595	NA	2.92	44.89	-116.685	8	5121	20497	Urocitellus brunneus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Urocitellus	EN	Increasing	FALSE	FALSE	TRUE	EN	0.54256	651	4	1
Urosaurus nigricaudus	5583	R599	2006	Reptilia	Phrynosomatidae	Urosaurus	nigricaudus	Urosaurus_nigricaudus	Black-tailed bush lizard	NAm	MEX	El Comitan	28	NA	NA	Inf	0	NA	1	0.752	0.853	12.143	NA	24.134	-110.501	7	1985	64173	Urosaurus nigricaudus	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	PHRYNOSOMATIDAE	Urosaurus	LC	Stable	FALSE	FALSE	TRUE	LC	0.681	308	1	0
Urosaurus ornatus	5582	R598	2009	Reptilia	Phrynosomatidae	Urosaurus	ornatus	Urosaurus_ornatus	Ornate tree lizard	NAm	USA	Mule Canyon Ruins	20	NA	NA	Inf	0	NA	1	0.715	0.782	7.111	NA	37.5	-109.667	9	1984	64174	Urosaurus ornatus	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	PHRYNOSOMATIDAE	Urosaurus	LC	Stable	FALSE	FALSE	TRUE	LC	0.782	20	1	0
Ursus americanus	8395	R1043	2011	Mammalia	Ursidae	Ursus	americanus	Ursus_americanus	Black bear	NAm	USA	South AZ	33	0.111	Population	287693.4189	287693.4189	287693.4189	2	0.432	0.422	4.3	NA	31.52	-110.25	11	5172	41687	Ursus americanus	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	URSIDAE	Ursus	LC	Increasing	FALSE	FALSE	TRUE	LC	0.624659090909091	5552	1	0
Ursus arctos	8411	R1046	2012	Mammalia	Ursidae	Ursus	arctos	Ursus_arctos	Brown bear	NAm	CAN	Kluane	65	0.1322	Population	221013.4786	1718322.924	1235076.164	15	0.702	0.759	7.005	5.86	57.143	-130.766	8	5191	41688	Ursus arctos	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	URSIDAE	Ursus	LC	Stable	FALSE	FALSE	TRUE	LC	0.662242424242424	2802	1	0
Ursus maritimus	8467	R1057	2015	Mammalia	Ursidae	Ursus	maritimus	Ursus_maritimus	Polar bear	NAm	CAN	Gulf of Boothia	47	0.0167	Population	484666.0848	2056100.758	1145258.292	12	0.73	0.74	5.94	NA	69.264	-89.4	21	5253	22823	Ursus maritimus	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	URSIDAE	Ursus	VU	Unknown	TRUE	FALSE	TRUE	VU	0.697692307692308	2154	3	1
Uta stansburiana	5519	R577	2010	Reptilia	Iguanidae	Uta	stansburiana	Uta_stansburiana	Side-blotched lizard	NAm	USA	S6	17	0.0336	Population	2825.862815	62967.5175	12444.15678	38	NA	0.568	3.07	NA	34.212	-118.819	8	1891	64180	Uta stansburiana	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	PHRYNOSOMATIDAE	Uta	LC	Stable	FALSE	FALSE	TRUE	LC	0.453529411764706	633	1	0
Varanus niloticus	6413	R700	2016	Reptilia	Varanidae	Varanus	niloticus	Varanus_niloticus	Nile monitor	NAm	USA	West Palm Becah	17	0.3805	Population	135738.5688	185519.7611	160629.165	3	0.48	0.457	2.71	NA	26.678	-80.147	17	3013	198539	Varanus niloticus	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	VARANIDAE	Varanus	LC	Stable	FALSE	FALSE	TRUE	LC	0.426666666666667	67	1	0
Vermivora chrysoptera	8672	R1132	2007	Aves	Parulidae	Vermivora	chrysoptera	Vermivora_chrysoptera	golden-winged and golden-winged X blue-winged warblers	NAm	CAN	Queen’s University Biological Station property	73	NA	NA	1290985.625	1859674.627	1575330.126	3	0.853333333	0.93	25	NA	44.568	-76.325	3	5571	22721618	Vermivora chrysoptera	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Vermivora	NT	Decreasing	FALSE	TRUE	TRUE	NT	0.755	92	2	0
Vermivora cyanoptera	8990	R1132	2007	Aves	Parulidae	Vermivora	pinus	Vermivora_pinus	Blue winged warbler	NAm	USA	Kentucky	35	NA	NA	1290985.625	1856257.899	1573621.762	3	0.526	0.567	8.769	NA	36.533	-87.367	13	6084	22721610	Vermivora cyanoptera	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Vermivora	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.567	35	1	0
Vestiaria coccinea	8660	R1123	2008	Aves	Fringillidae	Vestiaria_coccinea	coccinea	Vestiaria_coccinea	Iiwi	NAm	USA	Mid	19	0.00355	Population	1377.20445	39673.65187	25492.71789	11	0.776	0.767	7.9	NA	19.411	-155.253	12	5523	22720844	Drepanis coccinea	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	FRINGILLIDAE	Drepanis	VU	Decreasing	FALSE	FALSE	TRUE	VU	0.786533333333333	256	3	1
Vicugna vicugna	6781	R768	2016	Mammalia	Camelidae	Vicugna	vicugna	Vicugna_vicugna	Vicuna	SAm	ARG	Pasto Ventura	51	0.0626	Population	41409.09791	527543.3515	209378.6925	4	0.628	0.621	63	60.675	-26.735	-66.961	10	3402	22956	Vicugna vicugna	ANIMALIA	CHORDATA	MAMMALIA	CETARTIODACTYLA	CAMELIDAE	Vicugna	LC	Increasing	FALSE	FALSE	TRUE	LC	0.498933333333333	580	1	0
Vireo atricapilla	8973	R1267	2008	Aves	Vireonidae	Vireo	atricapilla	Vireo_atricapilla	Black-capped vireo	NAm	USA	West Fort Hood	18	0.02	Population	34594.56149	403826.5065	237142.2391	12	0.75	0.76	8.13	7.39	31.194	-97.753	15	6050	22705159	Vireo atricapilla	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	VIREONIDAE	Vireo	NT	Decreasing	FALSE	FALSE	TRUE	NT	0.751978022	239	2	0
Volatinia jacarina	8676	R1136	2006	Aves	Thraupidae	Volatinia	jacarin	Volatinia_jacarin	Blue-blach Grassquits	SAm	BRA	Fazenda Agua Limpa	51	NA	NA	Inf	0	NA	1	0.599625	0.639875	12.125	NA	-15.949	-47.934	8	5578	22723396	Volatinia jacarina	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	THRAUPIDAE	Volatinia	LC	Increasing	FALSE	FALSE	TRUE	LC	0.639875	51	1	0
Vulpes lagopus	6872	R797	2007	Mammalia	Canidae	Vulpes	lagopus	Vulpes_lagopus	Arctic fox	NAm	CAN	circumpolar	1063	0.02	Population	Inf	0	NA	1	NA	0.782	NA	6.779	67.112	-100.718	12	3521	899	Vulpes lagopus	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	CANIDAE	Vulpes	LC	Stable	TRUE	FALSE	TRUE	LC	0.782	1063	1	0
Vulpes macrotis	6893	R801	2005	Mammalia	Canidae	Vulpes	macrotis	Vulpes_macrotis	Kit fox	NAm	USA	LOKE	141	0.03	Population	11795.01329	209223.8006	82649.66632	8	0.395	0.505	4.13	4.13	35.399	-119.545	8	3549	41587	Vulpes macrotis	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	CANIDAE	Vulpes	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.442142857142857	317	1	0
Vulpes velox	6875	R799	2013	Mammalia	Canidae	Vulpes	velox	Vulpes_velox	Swift Fox	NAm	USA	Badlands National Park	252	0.025	Population	167836.5756	514882.0911	342066.9419	4	0.751	NA	11.167	11.154	43.724	-101.993	12	3524	23059	Vulpes velox	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	CANIDAE	Vulpes	LC	Stable	FALSE	FALSE	TRUE	LC	0.652	989	1	0
Vulpes vulpes	6873	R798	2011	Mammalia	Canidae	Vulpes	vulpes	Vulpes_vulpes	Red fox	NAm	USA	Sacramento Valley	79	0.08	Population	102859.088	102859.088	102859.088	2	0.586	0.652	6.1	NA	38.862	-121.62	33	3522	23062	Vulpes vulpes	ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	CANIDAE	Vulpes	LC	Stable	FALSE	FALSE	TRUE	LC	0.665	155	1	0
Wilsonia citrina	8680	R1139	2005	Aves	Parulidae	Wilsonia	citrina	Wilsonia_citrina	Hooded warbler	NAm	USA	Crawford County	104	NA	NA	Inf	0	NA	1	0.918666667	0.905666667	20.66666667	NA	41.644	-79.914	3	5593	22721876	Setophaga citrina	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Setophaga	LC	Increasing	FALSE	FALSE	TRUE	LC	0.905666667	104	1	0
Wilsonia pusilla	9020	R1289	2003	Aves	Parulidae	Wilsonia	pusilla	Wilsonia_pusilla	Wilson's warbler	NAm	USA	Mt Baker National forest	20	0.021714286	Population	367424.655	3470347.772	1302105.739	7	0.62	0.79	0.98	NA	48.09	-121.27	4	6121	22721879	Cardellina pusilla	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PARULIDAE	Cardellina	LC	Decreasing	FALSE	TRUE	TRUE	LC	0.664285714285714	159	1	0
Xantusia riversiana	6544	R721	2016	Reptilia	Xantusiidae	Xantusia	riversiana	Xantusia_riversiana	Island Night Lizard	NAm	USA	BO	32	0.1168	Population	3728.497996	16954.87169	10008.90857	12	NA	0.45	NA	NA	32.892	-118.451	8	3159	23095	Xantusia riversiana	ANIMALIA	CHORDATA	REPTILIA	SQUAMATA	XANTUSIIDAE	Xantusia	LC	Stable	FALSE	FALSE	TRUE	LC	0.486636363636364	778	1	0
Xenopipo atronitens	8854	R1228	2016	Aves	Pipridae	Xenopipo	atronitens	Xenopipo_atronitens	Black manakin	SAm	BRA	Jau national park	30	NA	NA	Inf	0	NA	1	0.550692308	0.719230769	8.692307692	NA	-2.797	-62.396	13	5904	22701125	Xenopipo atronitens	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PIPRIDAE	Xenopipo	LC	Decreasing	FALSE	FALSE	TRUE	LC	0.719230769	30	1	0
Xerospermophilus perotensis	8370	R1032	2012	Mammalia	Sciuridae	Xerospermosphilus	perotensis	Xerospermosphilus_perotensis	Perote ground squirrel	NAm	MEX	Tepeyahualco	16	0.0775	Population	23936.59584	28605.02827	26270.81205	3	0.613	0.735	NA	4.15	19.29	-97.3	6	5143	20489	Xerospermophilus perotensis	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Xerospermophilus	EN	Decreasing	FALSE	FALSE	TRUE	EN	0.659333333333333	44	4	1
Zapus hudsonius	7549	R897	2006	Mammalia	Dipodidae	Zapus	hudsonius	Zapus_hudsonius	Meadow jumping mouse	NAm	USA	S Colorado	112	0.207	Population	199879.6925	1242584.996	569776.8851	12	0.553	0.583	5.7	NA	38.355	-105.489	21	4256	42613	Zapus hudsonius	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	DIPODIDAE	Zapus	LC	Stable	FALSE	FALSE	TRUE	LC	0.663833333333333	348	1	0
Zapus trinotatus	7544	R896	2005	Mammalia	Dipodidae	Zapus	trinotatus	Zapus_trinotatus	Pacific jumping mouse	NAm	USA	Duckabush-I	47	0.027	Population	4940.081807	75121.83804	20627.43672	9	0.821	0.835	8.4	7.83	47.659	-122.959	8	4251	23192	Zapus trinotatus	ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	DIPODIDAE	Zapus	LC	Unknown	FALSE	FALSE	TRUE	LC	0.768	228	1	0
Zenaida aurita	8957	R566	2009	Aves	 Columbidae	Zenaida	aurita	Zenaida_aurita	Zenaida Dove	Carr	BRB	Barbados	30	NA	NA	Inf	0	NA	1	0.7541	0.750695652	7.130434783	NA	13.103	-59.486	23	6034	22690750	Zenaida aurita	ANIMALIA	CHORDATA	AVES	COLUMBIFORMES	COLUMBIDAE	Zenaida	LC	Stable	FALSE	FALSE	TRUE	LC	0.750695652	30	1	0
Zonotrichia leucophrys	8838	R1221	2017	Aves	Passerellidae	Zonotrichia	leucophrys_pugetensis	Zonotrichia_leucophrys	puget sound white-crowned sparrow	NAm	USA	Pacific coast: Bullard's Beach	285	0.004	Population	343.39062	609354.3373	234291.567	14	0.791666667	0.831666667	11.65333333	11.51833333	43.152	-124.414	14	5872	22721088	Zonotrichia leucophrys	ANIMALIA	CHORDATA	AVES	PASSERIFORMES	PASSERELLIDAE	Zonotrichia	LC	Stable	FALSE	TRUE	TRUE	LC	0.771611111333333	424	1	0
Acipenser brevirostrum	27	R4	2010	Freshwater	Acipenseridae	Acipenser	brevirostrum	Acipenser_brevirostrum	Shortnose sturgeon	NAm	USA	Santee-Cooper	42	NA	NA	19409.84393	1761923.254	757170.2611	17	NA	0.151	NA	NA	33.146	-79.31	11	26	222	Acipenser brevirostrum	ANIMALIA	CHORDATA	ACTINOPTERYGII	ACIPENSERIFORMES	ACIPENSERIDAE	Acipenser	VU	Decreasing	TRUE	TRUE	FALSE	VU	0.161823529411765	560	3	1
Acipenser fulvescens	80	R12	2010	Freshwater	Acipenseridae	Acipenser	fulvescens	Acipenser_fulvescens	Lake Sturgeon	NAm	CAN	Lac Deschenes	240	0.0168	Population	68095.24934	727542.2936	191825.0472	9	0.55	0.6	4.178	3.335	45.379	-75.858	14	94	223	Acipenser fulvescens	ANIMALIA	CHORDATA	ACTINOPTERYGII	ACIPENSERIFORMES	ACIPENSERIDAE	Acipenser	LC	Increasing	FALSE	TRUE	FALSE	LC	0.540638888888889	2783	1	0
Acipenser medirostris	37	R6	2009	Freshwater	Acipenseridae	Acipenser	medirostris	Acipenser_medirostris	Green Sturgeon	NAm	USA	Willapa Bay	98	0.023	Population	66268.50691	980447.4631	466863.6846	8	0.56	0.64	11.2	NA	46.53	-123.971	10	37	233	Acipenser medirostris	ANIMALIA	CHORDATA	ACTINOPTERYGII	ACIPENSERIFORMES	ACIPENSERIDAE	Acipenser	NT	Stable	TRUE	TRUE	FALSE	NT	0.678285714285714	513	2	0
Agosia chrysogaster	533	R37	2011	Freshwater	Cyprinidae	Agosia	chrysogaster	Agosia_chrysogaster	Longfin dace	NAm	USA	Middle Fork	192	0.0049	Population	279.3711033	77488.30456	28446.62631	20	0.871	0.861	NA	9.129	33.223	-108.244	10	729	191246	Agosia chrysogaster	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	LEUCISCIDAE	Agosia	LC	Unknown	FALSE	TRUE	FALSE	LC	0.861	192	1	0
Allotoca catarinae	1169	R142	2015	Freshwater	Goodeidae	Allotoca	catarinae	Allotoca_catarinae	Catarina allotoca	NAm	MEX	Cupatitzio	52	0.121	Population	28201.31798	137975.3719	83088.34494	3	0.661	0.769	10	NA	19.422	-102.017	7	1497	191694	Allotoca catarinae	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	GOODEIDAE	Allotoca	CR	Decreasing	FALSE	TRUE	FALSE	CR	0.769	52	5	1
Allotoca diazi	1170	R142	2015	Freshwater	Goodeidae	Allotoca	diazi	Allotoca_diazi	Allotoca diazi	NAm	MEX	Patzcuaro	35	0.1085	Population	127098.3308	137975.3719	132536.8513	3	0.786	0.861	9.9	NA	20.572	-101.525	7	1498	169372	Allotoca diazi	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	GOODEIDAE	Allotoca	CR	Decreasing	FALSE	TRUE	FALSE	CR	0.861	35	5	1
Allotoca meeki	1171	R142	2015	Freshwater	Goodeidae	Allotoca	meeki	Allotoca_meeki	Zirahuen allotica	NAm	MEX	Zirahuen	22	0.0965	Population	28201.31798	127098.3308	77649.82437	3	0.606	0.719	11.3	NA	19.45	-101.75	7	1499	191697	Allotoca meeki	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINODONTIFORMES	GOODEIDAE	Allotoca	CR	Decreasing	FALSE	TRUE	FALSE	CR	0.719	22	5	1
Alosa pseudoharengus	441	R79	2008	Anadromous	Clupeidae	Alosa	pseudoharengus	Alosa_pseudoharengus	Alewife	NAm	USA	FR(A)	118	0.1067	Population	4131.319061	78588.25671	49368.03808	13	0.76	0.775	8.657	NA	41.263	-72.853	5	565	201948	Alosa pseudoharengus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CLUPEIFORMES	CLUPEIDAE	Alosa	LC	Unknown	TRUE	TRUE	FALSE	LC	0.516178571428571	4272	1	0
Alosa sapidissima	450	R80	2000	Anadromous	Clupeidae	Alosa	sapidissima	Alosa_sapidissima	American Shad	NAm	USA	Pamunkey River	64	0.0265	Global	50127.30135	3630789.244	1425896.55	4	0.79	0.79	12	NA	37.66	-77.108	5	580	191206	Alosa sapidissima	ANIMALIA	CHORDATA	ACTINOPTERYGII	CLUPEIFORMES	CLUPEIDAE	Alosa	LC	Unknown	TRUE	TRUE	FALSE	LC	0.735736842105263	4715	1	0
Ambloplites rupestris	225	R44	2012	Freshwater	Centrarchidae	Ambloplites	rupestris	Ambloplites_rupestris	Rock Bass	NAm	USA	Big Lake	69	0.1786	Population	9024.741785	219673.1476	89117.18256	38	0.37	0.361	4.1	3.3	46.154	-89.767	10	285	202425	Ambloplites rupestris	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	CENTRARCHIDAE	Ambloplites	LC	Stable	FALSE	TRUE	FALSE	LC	0.400045454545455	1092	1	0
Ammocrypta pellucida	1280	R161	2015	Freshwater	Percidae	Ammocrypta	pellucida	Ammocrypta_pellucida	Eastern Sand Darter	NAm	USA	Hocking River	164	0.1232	Population	11413.03978	932753.4012	418129.6699	16	0.625	0.648	NA	5.424	39.134	-80.883	10	1621	8134	Ammocrypta pellucida	ANIMALIA	CHORDATA	ACTINOPTERYGII	PERCIFORMES	PERCIDAE	Ammocrypta	LC	Stable	FALSE	TRUE	FALSE	LC	0.682875	929	1	0
Astyanax mexicanus	292	R50	2012	Freshwater	Characidae	Astyanax	mexicanus	Astyanax_mexicanus	Mexican blind cavefish/tetra	NAm	MEX	S1-S4 (10 locations)	230	0.116	Population	18342.84611	71316.09354	43581.20421	19	0.762	0.819	9.822	3.627	22.425	-99.068	26	381	62191	Astyanax mexicanus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CHARACIFORMES	CHARACIDAE	Astyanax	LC	Stable	FALSE	TRUE	FALSE	LC	0.590105263157895	870	1	0
Brachyplatystoma rousseauxii	1555	R192	2010	Freshwater	Pimelodidae	Brachyplatystoma	rousseauxii	Brachyplatystoma_rousseauxii	Gilded catfish	SAm	BRA	Para State	33	NA	NA	Inf	0	NA	1	0.636	0.706	9.867	NA	-1.56	-52.558	30	1959	167648	Brachyplatystoma rousseauxii	ANIMALIA	CHORDATA	ACTINOPTERYGII	SILURIFORMES	PIMELODIDAE	Brachyplatystoma	LC	Unknown	FALSE	TRUE	FALSE	LC	0.706	33	1	0
Brycon amazonicus	318	R54	2012	Freshwater	Characidae	Brycon	amazonicus	Brycon_amazonicus	Matrinxã 	SAm	BRA	Lake Catalan, Manaus	30	NA	NA	Inf	0	NA	1	0.761	0.793	11.28	9.446	-3.164	-59.906	7	415	167645	Brycon amazonicus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CHARACIFORMES	BRYCONIDAE	Brycon	LC	Stable	FALSE	TRUE	FALSE	LC	0.793	30	1	0
Brycon insignis	323	R56	2009	Freshwater	Characidae	Brycon	insignis	Brycon_insignis	Piabanha 	SAm	BRA	Itabapoana River	40	0.072	Population	841109.389	841109.389	841109.389	2	0.87	0.8	8.4	7.5	-21.748	-41.238	5	421	186847	Brycon insignis	ANIMALIA	CHORDATA	ACTINOPTERYGII	CHARACIFORMES	BRYCONIDAE	Brycon	EN	Decreasing	FALSE	TRUE	FALSE	EN	0.755	70	4	1
Brycon orthotaenia	326	R57	2012	Freshwater	Characidae	Brycon	orthotaenia	Brycon_orthotaenia	Brycon orthotaenia	SAm	BRA	Tres Marias dam on the Sao Francisco River B	32	0.069	Population	9908.991782	16634.79633	13271.89406	3	0.7	0.745	6.8	6.26	-18.134	-45.234	5	424	167744	Brycon orthotaenia	ANIMALIA	CHORDATA	ACTINOPTERYGII	CHARACIFORMES	BRYCONIDAE	Brycon	VU	Decreasing	FALSE	TRUE	FALSE	VU	0.6875	44	3	1
Catostomus ardens	152	R34	2014	Freshwater	Catostomidae	Catostomus	ardens	Catostomus_ardens	Utah sucker	NAm	USA	Utah Lake	78	0.0199	Population	420736.8158	420736.8158	420736.8158	2	NA	0.902	NA	NA	40.214	-111.828	5	175	202056	Catostomus ardens	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CATOSTOMIDAE	Catostomus	LC	Stable	FALSE	TRUE	FALSE	LC	0.91	133	1	0
Catostomus clarkii	167	R37	2011	Freshwater	Catostomidae	Catostomus	clarkii	Catostomus_clarkii	Desert Sucker	NAm	USA	Grapevine	215	0.004	Population	300.8618224	76341.3383	27857.46862	20	0.671	0.697	NA	7.886	33.179	-108.203	10	197	62193	Pantosteus clarkii	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CATOSTOMIDAE	Pantosteus	LC	Stable	FALSE	TRUE	FALSE	LC	0.697	215	1	0
Catostomus discobolus	162	R36	2013	Freshwater	Catostomidae	Catostomus	discobolus	Catostomus_discobolus	Bluehead Sucker	NAm	USA	Crystal Creek	33	0.243	Population	13372.15185	262790.8948	72014.85891	10	NA	0.5	4.2	NA	36.063	-108.942	17	186	62194	Catostomus discobolus	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CATOSTOMIDAE	Catostomus	LC	Stable	FALSE	TRUE	FALSE	LC	0.685589743589744	1402	1	0
Catostomus warnerensis	154	R35	2017	Freshwater	Catostomidae	Catostomus	warnerensis	Catostomus_warnerensis	Warner Sucker	NAm	USA	Honey Creek	44	0.1415	Population	2530242.813	2805659.895	2662283.196	5	0.653	0.669	6.56	5.78	41.985	-89.303	16	177	4051	Catostomus warnerensis	ANIMALIA	CHORDATA	ACTINOPTERYGII	CYPRINIFORMES	CATOSTOMIDAE	Catostomus	EN	Unknown	FALSE	TRUE	FALSE	EN	0.7106	232	4	1
Coregonus artedi	1850	R235 & R629	2001	Freshwater	Salmonidae	Coregonus	artedi	Coregonus_artedi	Cisco (Lake)	NAm	CAN	Lake Winnipeg	19	0.041	Global	138807.3706	2914636.876	1139785.765	34	0.72	0.72	9.7	NA	50.667	-97.25	7	2281	5362	Coregonus artedi	ANIMALIA	CHORDATA	ACTINOPTERYGII	SALMONIFORMES	SALMONIDAE	Coregonus	LR/lc	NA	TRUE	TRUE	FALSE	LC	0.666842105263158	NA	1	0
Coregonus autumnalis	1882	R240	2013	Anadromous	Salmonidae	Coregonus	autumnalis	Coregonus_autumnalis	Arctic Cisco	NAm	CAN	Mackenzie River	280	2e-04	Population	951789.7987	951789.7987	951789.7987	2	0.775	0.777	17.829	17.313	70.353	-150.651	11	2320	5363	Coregonus autumnalis	ANIMALIA	CHORDATA	ACTINOPTERYGII	SALMONIFORMES	SALMONIDAE	Coregonus	LC	Unknown	FALSE	TRUE	FALSE	LC	0.777	280	1	0
Coregonus hoyi	1870	R237	2008	Freshwater	Salmonidae	Coregonus	hoyi	Coregonus_hoyi	Bloater	NAm	CAN	Lake Superior	132	0.0332	Population	232054.2083	901186.9636	537794.6708	4	0.71	0.747	12.867	11.3	47.904	-86.924	10	2308	5366	Coregonus hoyi	ANIMALIA	CHORDATA	ACTINOPTERYGII	SALMONIFORMES	SALMONIDAE	Coregonus	VU	NA	FALSE	TRUE	FALSE	VU	0.74675	NA	3	1
Coregonus huntsmani	1866	R227	2010	Freshwater	Salmonidae	Coregonus	huntsmani	Coregonus_huntsmani	Atlantic whitefish	NAm	CAN	Hebb lake	12	0	Population	3263.901872	3356775.079	389382.2929	18	NA	0.14	NA	1.39	44.344	-64.567	12	2304	5379	Coregonus huntsmani	ANIMALIA	CHORDATA	ACTINOPTERYGII	SALMONIFORMES	SALMONIDAE	Coregonus	CR	Unknown	FALSE	TRUE	FALSE	CR	0.14	12	5	1
Coregonus nasus	1820	R231	1997	Freshwater	Salmonidae	Coregonus	nasus	Coregonus_nasus	Broad whitefish	NAm	USA	West Dock	24	0.033	Global	37075.61134	58420.82789	47748.21962	3	0.722	NA	9.7	NA	70.396	-148.802	3	2247	5370	Coregonus nasus	ANIMALIA	CHORDATA	ACTINOPTERYGII	SALMONIFORMES	SALMONIDAE	Coregonus	LC	Unknown	FALSE	TRUE	FALSE	LC	0.523	680	1	0
Coregonus sardinella	1811	R230	2013	Freshwater	Salmonidae	Coregonus	sardinella	Coregonus_sardinella	Sardine cisco	NAm	USA	Lake 128	30	NA	NA	5032.970026	53485.60818	29766.53497	7	0.413	0.567	6.833	NA	70.776	-155.64	7	2238	62223	Coregonus sardinella	ANIMALIA	CHORDATA	ACTINOPTERYGII	SALMONIFORMES	SALMONIDAE	Coregonus	LC	Unknown	FALSE	TRUE	FALSE	LC	0.513571428571429	NA	1	0
Cottus aleuticus	532	R89	2013	Freshwater	Cottidae	Cottus	aleuticus	Cottus_aleuticus	Coastrange sculpin	NAm	CAN	Cheakamus River (Squamish)	174	0.0286	Population	7580.161618	250997.671	97355.52553	6	0.763	0.814	NA	9.009	49.795	-123.168	8	723	202649	Cottus aleuticus	ANIMALIA	CHORDATA	ACTINOPTERYGII	SCORPAENIFORMES	COTTIDAE	Cottus	LC	Stable	TRUE	TRUE	FALSE	LC	0.774	332	1	0
Cottus asper	511	R87	2014	Catadromous	Cottidae	Cottus	asper	Cottus_asper	Prickly Sculpin	NAm	CAN	Campbell River	24	0.1132	Population	8270.13716	253004.0934	197478.5836	31	0.65	0.51	NA	5.82	50.094	-125.296	14	681	202650	Cottus asper	ANIMALIA	CHORDATA	ACTINOPTERYGII	SCORPAENIFORMES	COTTIDAE	Cottus	LC	Stable	TRUE	TRUE	FALSE	LC	0.484606060606061	1565	1	0
Cottus bairdii	529	R88	2005	Freshwater	Cottidae	Cottus	bairdii	Cottus_bairdii	Mottled Sculpin	NAm	USA	c	312	0.0077	Population	564.0078206	3134.91781	1673.766639	8	0.603	0.693	NA	NA	35.052	-83.513	11	716	202652	Cottus bairdii	ANIMALIA	CHORDATA	ACTINOPTERYGII	SCORPAENIFORMES	COTTIDAE	Cottus	LC	Stable	FALSE	TRUE	FALSE	LC	0.693	NA	1	0
Cottus cognatus	509	R86	2013	Freshwater	Cottidae	Cottus	cognatus	Cottus_cognatus	Slimy sculpin	NAm	CAN	Many Islands Park	26	NA	NA	54932.63488	142896.8177	84254.02914	4	NA	0.52	NA	4.9	56.312	-119.141	19	679	202658	Cottus cognatus	ANIMALIA	CHORDATA	ACTINOPTERYGII	SCORPAENIFORMES	COTTIDAE	Cottus	LC	Stable	FALSE	TRUE	FALSE	LC	0.505	36	1	0
Cottus gulosus	500	R83	2013	Freshwater	Cottidae	Cottus	gulosus	Cottus_gulosus	Riffle Sculpin	NAm	USA	Upper_Kings	30	0.659	Population	29829.99945	728479.2915	394150.8249	56	0.122	0.117	NA	NA	36.859	-119.096	6	659	202661	Cottus gulosus	ANIMALIA	CHORDATA	ACTINOPTERYGII	SCORPAENIFORMES	COTTIDAE	Cottus	LC	Unknown	FALSE	TRUE	FALSE	LC	0.213882352941176	537	1	0
